date sighted,date reported,duration,city,state,geocode score,geocode precision,latitude,longitude
20051211,20051211,5 min, Mililani, HI,0.766,zip,35.6291767811639,-5.38018896724133
20050916,20050920,20 minutes, Lexington, MN,0.795,zip,38.0497996,-84.4585485
19990705,20040824,5 MINUITES, Leicester (UK/England),,0.786,zip,52.6333333,-1.1333333
20030830,20030901,1 minute, Pasadena, CA,0.857,zip,29.6910625,-95.2091006
20050925,20060430,22 minutes, Lannoy (North part of France),,0.733,zip,21.1166667,-101.6666667
20050925,20051112,45 Sec, Port St. Lucie, FL,0.792,zip,31.2805556,32.3075
19950701,20060125,30 seconds, Neenah, WI,0.768,zip,38.0333333,23.75
20000102,20000102,10 seconds, Jurupa, CA,0.776,zip,34.4213889,64.7316667
20060923,20060926,5 minutes, Winnipeg (Canada), MB,0.776,zip,60.0,-96.0
20040321,20040403,several minutes, Columbus, OH,0.857,zip,39.9611755,-82.9987942
20060601,20060830,5 minutes, College Station, TX,0.857,zip,30.627977,-96.3344068
20081220,20081220,in progress, Mesa, AZ,0.762,zip,-9.665833333,-35.73527778
20000301,20000313,15 mins, Pineville (Pinnacle strip mine), WV,0.736,zip,45.5003249,-69.2497714
20091211,20091212,6 minutes, Baton Rouge, LA,0.771,zip,35.5559710497557,6.17414474487305
20090601,20090601,15mins, Pennellville, NY,0.782,zip,44.94666,9.405161
20080412,20080412,15-20 minutes, Orlando, FL,0.857,zip,28.5383355,-81.3792365
20051008,20051009,continus, Watagua, TX,0.816,zip,32.8579056,-97.2547371
20070519,20070528,30 seconds, Melbourne (Australia),,0.786,zip,-37.8139965641595,144.963322877884
19960403,19960404,5 min., Las Vegas, NV,0.857,zip,36.1749705,-115.137223
20060916,20060917,1.5 minutes, Everson, WA,0.857,zip,48.9201171,-122.3426588
20090624,20090723,, Moncton (Canada), NB,0.78,zip,60.0,-96.0
20051010,20051011,10 Minutes, Hendersonville, NC,0.806,zip,36.0396988,-114.9819368
19971114,19971116,2-3 Seconds, Redondo Beach, CA,0.738,zip,10.3158333,9.8441667
20080119,20080120,19:15-!9:18, Newark, OH,0.857,zip,40.735657,-74.1723667
20100812,20100812,3 secconds, Hidden Hills, CA,0.753,zip,35.3711111,139.2236111
20000922,20000925,1 hour, Penrith (UK/England),,0.759,zip,51.4347222,-3.18
20030413,20030414,2 minutes, New York, NY,0.857,zip,43.0003472,-75.4998978
20050512,20050628,2 minutes, Honeoye Falls, NY,0.75,zip,39.3666667,22.9458333
20060516,20060817,4 Minutes, Holland, MI,0.804,zip,34.1283442,-117.2086513
19990321,19990320,10 sec, Oconomowoc, WI,0.857,zip,43.1116731,-88.4992659
20080630,20100227,15 minutes, Clovis, CA,0.857,zip,36.8252277,-119.7029194
19971013,20010320,, Sandy, UT,0.8,zip,25.5,69.0
20070824,20070926,, Tehran (Mazandaran Province) (Iran),,0.735,zip,-29.0,30.0
19961204,20020416,2 minutes apporx, Peshawar (Pakistan),,0.786,zip,34.0077778,71.5733333
19980803,19980805,ca. 2 min., Portland, OR,0.857,zip,45.5234515,-122.6762071
20000811,20000812,2 MIN, Covina, CA,0.857,zip,34.0900091,-117.8903397
20001008,20001008,15 minutes, Tacoma, WA,0.857,zip,47.2528769,-122.4442906
20040220,20040220,5 min, Fairfax County, VA,0.736,zip,60.0,-96.0
20041024,20041028,4 Seconds, Zanesville, OH,0.857,zip,39.9403453,-82.0131924
20021006,20030707,2-4 seconds, North Las Vegas, NV,0.802,zip,36.1749705,-115.137223
19990819,20010410,5 min, LaVergne, TN,0.786,zip,43.542636,10.316005
19990407,19990409,12 seconds, Fargo, ND,0.857,zip,46.8771863,-96.7898034
20030915,20060121,10 seconds, Michigan (location unspecified), MI,0.757,zip,44.2502852,-85.500333
20090319,20090320,2-3 minutes, Waukee, IA,0.762,zip,31.549333,-97.1466695
20030906,20030910,2 minutes, Manchester (UK/England),,0.789,zip,53.4809464283615,-2.23743438720703
20090207,20090223,40-45 minutes, Belmar and Wall Twp., NJ,0.723,zip,25.0391667,121.525
20050619,20050619,20-30 seconds, Silverdale, WA,0.771,zip,53.4833333,-2.2666667
19990516,19990710,photo 1/250s, Dayton, OH,0.755,zip,35.5833333,-5.5
20010721,20010721,, Fort Mill, SC,0.75,zip,21.45,110.7833333
20041206,20041206,10 mins, Elyria, OH,0.786,zip,16.7,81.1
20080801,20080801,10 SECONDS, Aiken, SC,0.857,zip,33.5604168,-81.7195533
20060506,20060506,0.3, Grand Rapids, MI,0.792,zip,37.1881683871318,-3.60666990280151
20070901,20070905,4 seconds, Tacoma, WA,0.857,zip,47.2528769,-122.4442906
20010319,20010319,2:15, Los Angeles, CA,0.804,zip,34.3666648,-118.2009079
20031022,20031022,3 to 4 seconds, Houston (Canada), BC,0.78,zip,60.0,-96.0
20061213,20070102,20 minutes, Canton, IL,0.796,zip,3.8,103.3333333
20070816,20070823,3-5 miunets, Pensacola Beach, FL,0.735,zip,10.3158333,9.8441667
20081102,20081119,30 seconds, San Antonio, TX,0.743,zip,34.2583333,108.9286111
20100624,20100624,5 seconds, Benton, ME,0.857,zip,34.5645372,-92.586828
20080216,20080216,1 hour and going!!, Edmonton (Canada), AB,0.776,zip,60.0,-96.0
20060610,20060624,3-5 seconds, Amarillo, TX,0.857,zip,35.2219971,-101.8312969
19760715,20070712,1 minute, PONCE,,0.771,zip,53.1958333,45.0
20081031,20081101,10 minutes, Springfield, OR,0.792,zip,-26.25,28.4
19661115,20081226,50-60 sec, Winston-Salem, NC,0.857,zip,36.0998596,-80.244216
20030112,20030113,?4 minutes, Burbank, CA,0.857,zip,34.1808392,-118.3089661
20070128,20070128,1min, Lanley (Canada), BC,0.786,zip,60.0,-96.0
19980816,19980820,15sec, San Juan Islands, WA,0.745,zip,34.2583333,108.9286111
19970720,19990824,2 hrs., Buffalo, NY,0.857,zip,42.8864468,-78.8783689
20051122,20051122,30 minutes, Ogden, UT,0.857,zip,41.223,-111.9738304
20080523,20080526,10 to 20 minutes, Roanoke, VA,0.755,zip,38.6988889,116.0936111
19990901,19990902,1min 30 sec, Northern California (16,500 ft over Sierra Mountains),0.786,zip,37.2502247,-119.7512643
20090509,20090510,3 minutes, Lake Stevens, WA,0.74,zip,18.1988889,120.5936111
19940815,20020929,5 seconds, Denver, CO,0.857,zip,39.7391536,-104.9847034
19830310,20070528,15 min. ?, Phoenixville, PA,0.857,zip,40.1303822,-75.5149128
20030215,20030220,120 mins, Birmingham (UK/England), .,0.0,unmatched,,
19990820,20021022,15 min., Akron, MI,0.776,zip,43.371349638664,-8.39600086212158
19950815,20070427,5 seconds, Hampton, TN,0.78,zip,42.1667596,-72.5828665
19661215,20051205,2 minutes, Webster City, IA,0.753,zip,34.7614289625356,135.515670776367
20030311,20030312,, UK/England, .,0.0,unmatched,,
19970704,19970709,2.5 hrs, Lake Tawakine, TX,0.75,zip,18.1988889,120.5936111
19950622,19950628,5 min., Raton, NM,0.738,zip,52.9594444,63.1205556
19930915,20091110,5 seconds, Manchester, NY,0.857,zip,53.4809464283615,-2.23743438720703
20070223,20070226,seconds, Denver, CO,0.857,zip,39.7391536,-104.9847034
20030906,20031210,unknown at this time, Airdrie (Canada), AB,0.78,zip,60.0,-96.0
19990917,19990917,3 seconds, Cheyenne, WY,0.768,zip,32.6475,110.7780556
20000702,20010402,30+ minutes, West Fork, AR,0.774,zip,38.5003838,-80.5000866
19950210,19950426,10 sec., Cannon Beach, OR,0.74,zip,10.3158333,9.8441667
20030922,20030921,3 seconds, Delft (Netherlands),,0.759,zip,12.1666667,-69.0
19961217,19961217,3 sec., Tigard, OR,0.768,zip,4.8833333,-1.75
20091009,20091012,20 seconds, Redington Shores, FL,0.743,zip,29.615,52.5383333
20011118,20020213,1-2 minutes, Bellingham, WA,0.857,zip,48.7595529,-122.4882249
20080120,20080120,7 minutes +/- 2, Fircrest, WA,0.75,zip,19.2,-96.1333333
19970808,19981226,30 sec, East Rochester, NY,0.813,zip,43.1547845,-77.6155568
20040515,20060601,8 sec., Ypsilanti, MI,0.857,zip,42.2411499,-83.6129939
20010319,20010319,hour or more, Olympia, WA,0.837,zip,-20.73722222,-48.91472222
20050724,20051016,4 seconds, Sheldon, IA,0.837,zip,41.3164856,-73.0931641
19571005,20000312,45 secs, St. Paul, MN,0.738,zip,34.7614289625356,135.515670776367
19971115,20010214,3 mins, Eureka, CA,0.857,zip,40.8020712,-124.1636729
20050217,20050224,25 seconds, Tucker, GA,0.857,zip,33.8545479,-84.2171424
19690630,20090614,8 years, Somerset (UK/England),,0.79,zip,40.5667697,-74.5496003
20010715,20010717,2 minutes, Bergenfield, NJ,0.857,zip,40.9275987,-73.9973608
20020110,20020111,30 sec., Phoenix, AZ,0.857,zip,33.4483771,-112.0740373
20020812,20020813,0.5 secs each sighting, New Westminster (Canada), BC,0.757,zip,60.0,-96.0
20030420,20030421,8 Min., San Diego, CA,0.732,zip,34.2583333,108.9286111
20070710,20070711,3 seconds, Kirkland, WA,0.857,zip,47.6814876,-122.2087353
20071118,20071118,3 minutes, Lake Wales, FL,0.794,zip,52.5,-3.5
19991011,19991017,30-45 sec., Ashland, OR,0.791,zip,40.8167238,-82.2665488
19940914,20070628,11:00, Wurtsboro, NY,0.857,zip,41.5767603,-74.4871031
20051102,20051102,15 min., Oak Island, NC,0.75,zip,48.1331513,-122.5846041
19970615,19980918,10 seconds, Irvine, CA,0.857,zip,33.6694649,-117.8231107
19980616,19980626,seconds, Meadville, PA,0.794,zip,40.6110589,-111.8999353
20080518,20080620,20 sec., Houston, PA,0.857,zip,29.7632836,-95.3632715
20030628,20030630,6 minutes, New York City (Brooklyn), NY,0.767,zip,43.0003472,-75.4998978
20000305,20000306,2min, Rockford, IL,0.857,zip,42.2711311,-89.0939952
19680816,20040128,27 hours, Kansas Ciy, KS,0.81,zip,38.5002888,-98.5006275
20030405,20030406,1 minute, Los Alamos, CA,0.73,zip,40.357027,18.172023
19990715,20020731,15-20 min, Carmel, IN,0.857,zip,39.9783711,-86.1180435
20071111,20071117,30seconds, Twin Falls, ID,0.762,zip,24.0,121.0
20061127,20061127,aprox. 5 min, Bellevue, WA,0.857,zip,47.610377,-122.2006786
20090715,20090717,35 seconds, Eugene, OR,0.857,zip,44.0520691,-123.0867536
20000211,20000211,10-15 minutes, Rockford, IL,0.857,zip,42.2711311,-89.0939952
20100307,20100307,1 minute, Liverpool, NY,0.857,zip,53.410580680167,-2.97793865203857
20100101,20100101,8 mins, Falcon, CO,0.786,zip,45.3833333,23.2666667
19991120,19991121,45 sec.?, West Carrollton, OH,0.765,zip,38.4879946092148,21.29150390625
20080909,20080909,10 seconds, Lake Worth, FL,0.762,zip,18.1988889,120.5936111
19980422,20040806,30-40sec, Snohomish, WA,0.8,zip,48.0498261,-121.7179007
20090121,20090121,1 Minute &amp; 30 Seconds, Centereach, NY,0.857,zip,40.8584316,-73.0995539
20030926,20031031,2 MINUTES, Dora, AR,0.75,zip,33.2733333,35.1938889
20040905,20040910,2 seconds, Brackettville, TX,0.769,zip,42.0834335,-71.0183787
20050304,20050307,2 secs, Sydney (west) (NSW, Australia),0.78,zip,-33.8678499639382,151.207323074341
20000512,20000530,45 sec., Melbourne, FL,0.857,zip,-37.8139965641595,144.963322877884
20090126,20090127,10-15 minutes, Lake Hopatcong, NJ,0.769,zip,18.1988889,120.5936111
20030505,20030813,30 minutes, Geneva, OH,0.833,zip,44.4063162526614,8.93385887145996
20020916,20020916,15 minutes, Monongahela, PA,0.857,zip,40.2031265,-79.9261603
20060104,20060104,10 minutes, Gulf Breeze, FL,0.743,zip,40.1666667,29.0833333
19810620,20100401,4 min, Olympia, WA,0.837,zip,-20.73722222,-48.91472222
20050817,20070218,30 min., Fort Payne, AL,0.762,zip,18.5195742288075,73.8553547859192
20100201,20100202,20 minutes, Wendell, ID,0.857,zip,35.780987,-78.3697213
19940215,20021022,5+ minutes, Kern County (near Int5+hwy166), CA,0.732,zip,60.0,-96.0
20040517,20040517,4 minutes, Batesville, AR,0.857,zip,35.769799,-91.6409722
20070527,20070527,45+ min, Spur, TX,0.776,zip,43.0547222,141.3538889
20070620,20070620,25 minutes, Maricopa, AZ,0.857,zip,33.0581063,-112.0476423
19620914,19990412,30min., rural, WI,0.796,zip,-11.5299736996047,-37.9039414940711
19990304,19990305,5 min, Wichita, KS,0.857,zip,37.6922361,-97.3375448
19870414,20060313,45 seconds, Butler, PA,0.857,zip,40.8611755,-79.8953328
20001101,20001115,10 mins, Mississauga (Canada), ON,0.765,zip,60.0,-96.0
20010322,20010516,2 hours, Tacoma, WA,0.857,zip,47.2528769,-122.4442906
20051029,20051031,3 seconds, Wyndmoor, PA,0.857,zip,40.0812219,-75.1893436
20070409,20070602,5 minutes, Collins, MO,0.816,zip,-5.98929087665198,-44.1170569603524
19780615,20030601,10 minutes, Mancelona, MI,0.792,zip,10.6311111,122.9788889
20040625,20040627,2-4 seconds, Milwaukee, WI,0.857,zip,43.0389025,-87.9064736
20060418,20060418,on-going, Crockett, CA,0.796,zip,35.7834063,-89.1333997
20080704,20080705,5 Seconds, Mercer Island, WA,0.714,zip,48.1331513,-122.5846041
20031113,20031114,45 seconds, St. Louis, MO,0.755,zip,34.7614289625356,135.515670776367
19990911,19990912,20-25minutes, Paramus/Teaneck, NJ,0.765,zip,50.2195,6.4146
19840731,20040401,15 minutes, Middlebury, CT,0.814,zip,-25.7833333,29.4666667
19971214,19980323,2 minutes, Auburn, IN,0.857,zip,32.6098566,-85.4807825
20080805,20080806,15 seconds, Culver City, CA,0.757,zip,34.7614289625356,135.515670776367
20090312,20090312,5 minutes, Boise, ID,0.762,zip,11.85,-15.5833333
20041004,20051004,not sure, Ridgeland, MS,0.857,zip,32.4284761,-90.1323087
20020919,20020919,20 minutes, Kingman, AZ,0.857,zip,35.189443,-114.0530065
20060727,20060727,, Ronoke Rapids, NC,0.75,zip,38.6988889,116.0936111
19690601,20060313,30 to 45 minutes, Orangevale, CA,0.831,zip,43.9168031,-80.09966673
19980223,19980831,1 minute, Ossipee, NH,0.857,zip,43.685355,-71.1167341
20020328,20020329,about 2 seconds, Hamden, CT,0.816,zip,34.7961111,48.5158333
20070916,20070916,30 seconds, Wenatchee, WA,0.794,zip,7.7333333,-2.1
19750601,20080629,4 min, Minneapolis, MN,0.857,zip,44.9799654,-93.2638361
20011221,20020105,3 Minutes, Camden, NY,0.857,zip,39.9259463,-75.1196199
20100207,20100207,20 mins, Rochdale (Canada), BC,0.776,zip,60.0,-96.0
19930820,20041214,5min?, Goshen, OH,0.786,zip,9.9666667,76.2333333
20011125,20041202,5 MINUTES, Troy, OH,0.75,zip,33.2733333,35.1938889
20040819,20040819,3 hours, St. Paul, MN,0.738,zip,34.7614289625356,135.515670776367
20040807,20040807,half hour, New York City (Brooklyn), NY,0.767,zip,43.0003472,-75.4998978
20020315,20020324,10 mins, Aberdare (UK/Wales),,0.79,zip,51.715,-3.4541667
20030501,20030502,15 minutes, Chilliwack (Canada), BC,0.768,zip,60.0,-96.0
20080704,20080706,5 mins, Lombard, IL,0.857,zip,41.8800296,-88.0078435
19830915,19980902,10 minutes, Minden, NV,0.776,zip,47.0002454,-109.7510212
20080329,20080330,3 min, Salton Sea, CA,0.778,zip,24.5,39.5833333
19670701,20050810,Unknown, Maury Mountains, OR,0.776,zip,10.5955556,14.3247222
20090203,20090203,1hr, Tukwila, WA,0.857,zip,47.4739884,-122.2609558
20031112,20031127,1-2 hrs, Arkansas (NE part, US Rt 67),0.796,zip,34.7503697,-92.5004364
19910704,20080806,MORE THAN AN HOUR, Wichita, KS,0.857,zip,37.6922361,-97.3375448
20081130,20081201,, Hollywood, CA,0.857,zip,34.0983425,-118.3267434
20060615,20060619,5 minutes, Wilmington, NC,0.857,zip,34.2257256,-77.9447102
20040421,20040420,5 minutes, Seremban (Malaysia),,0.786,zip,2.5,112.5
19571001,20010709,unk, Martelle, IA,0.804,zip,35.61,-5.27
19760701,20031115,two events that happened, Santa Cruz, CA,0.746,zip,25.5,69.0
20080920,20080920,15 minutes, Nantucket, MA,0.857,zip,41.2834563,-70.0994605
20071029,20071030,30 Minutes+, Frankfort, KY,0.79,zip,50.1166667,8.6833333
20060531,20060531,40 seconds, Wrexham (UK/England),,0.75,zip,47.7666667,7.4
20050404,20050404,10 seconds, Morehead City, NC,0.738,zip,34.7614289625356,135.515670776367
20051124,20051124,4 Hours, Dover, OH,0.8,zip,56.8619444,35.8930556
20031026,20031027,5 seconds, Lake Hiawatha, NJ,0.75,zip,18.1988889,120.5936111
20040902,20040902,ongoing, Whittier, CA,0.857,zip,33.9791793,-118.032844
20041204,20050223,30 min, Sutherland, IA,0.829,zip,43.3901177,-123.3125763
20061123,20061124,30min, Barnala Sherpur (village) (India),,0.753,zip,53.36,83.76
20081019,20081019,4seconds, Miami, FL,0.857,zip,25.7742658,-80.1936589
20040121,20040121,0:30, Willits, CA,0.755,zip,49.3952778,8.4402778
20080730,20080731,About 3 hours, Russellville, AR,0.774,zip,53.9527778,32.8638889
19960601,20080805,1 hour, El Paso, TX,0.857,zip,31.7587198,-106.4869314
20060719,20060804,1 minute, Guilderland, NY,0.766,zip,43.140451,13.224476
20081225,20090304,3 - 4 min, St. Andrews (UK/Scotland),,0.744,zip,34.7614289625356,135.515670776367
19970715,20050224,8-10 seconds, Prince George (Canada),,0.762,zip,60.0,-96.0
19480815,19990927,15sec, Conshohocken, PA,0.857,zip,40.0792766,-75.3015714
20010216,20010216,10 min, Deland, FL,0.778,zip,-2.87234697889182,-48.7574845435356
20080731,20080801,One hour plus, Santa Fe, NM,0.755,zip,25.5,69.0
19770715,20070310,10 seconds, Korba, MP (India),0.857,zip,22.35,82.6833333
20040815,20041114,7minutes, St. Paul (southern part), MN,0.746,zip,34.7614289625356,135.515670776367
20070214,20070221,5 minutes, Kansas City, KS,0.8,zip,38.5002888,-98.5006275
19930120,20050308,5 minutes, Oliverea, NY,0.794,zip,-36.9,-60.2833333
19980717,19980727,30 Seconds, Jacksonville (Interstate 10, heading E),0.786,zip,30.3321838,-81.655651
20000109,20000417,2mins, Worcester (Midlands) (UK/England),,0.758,zip,-19.0,30.0
20010808,20010808,28 minutes, Spokane, WA,0.857,zip,47.6587803,-117.4260466
20010911,20060406,Many Hours, Erie, PA,0.786,zip,53.0,-8.0
20080922,20080922,5, Kelsterbach (Germany),,0.754,zip,55.6666667,12.4
20030216,20030216,seconds, Chico, CA,0.771,zip,22.5175,113.3661111
19901020,20080717,30 minutes, Almont, MI,0.747,zip,22.5,51.0
20100814,20100815,30 minutes, Sunriver, OR,0.79,zip,41.1269773,-87.7355936
20080919,20080920,10, Cabo Rojo (Puerto Rico),,0.794,zip,18.2482882,-66.4998941
20050622,20050622,5 minutes, Wellington (New Zealand),,0.786,zip,-42.0,174.0
20001018,20001018,, Seattle, WA,0.857,zip,47.6062095,-122.3320708
20050922,20050922,10 seconds, Peoria, AZ,0.786,zip,-5.2,-80.6333333
20021001,20090930,Kearny Hill; lasting 3-4, Nebraska City, NE,0.81,zip,41.5002828,-99.7506736
20000915,20030911,15 seconds, Ozark, AL,0.796,zip,51.9666667,19.2833333
20020327,20020328,30 seconds, Nottingham (UK/England),,0.789,zip,52.9536023000285,-1.15047454833984
20011219,20020104,30 minutes, Glen Dale, MD,0.714,zip,22.3166667,114.1833333
20070916,20070920,5 seconds, Coalingua, CA,0.762,zip,3.0333333,101.45
20070103,20070106,few seconds, Airdrie (Canada), AB,0.78,zip,60.0,-96.0
19971001,20041125,10 Minutes, Bemidji, MN,0.857,zip,47.4735633,-94.8802767
20100125,20100127,1/4 second, Iroquois Falls (Canada), ON,0.759,zip,60.0,-96.0
19820520,20031112,20 minutes, Cheshire, CT,0.857,zip,41.4989861,-72.900658
20021015,20030129,, Tyler, TX,0.776,zip,-23.35,43.6666667
19800515,20040227,20, Yuba Village (Somalia),,0.77,zip,6.0,48.0
19750915,20081006,2 minutes, Tehran (Iran),,0.8,zip,35.6719444,51.4244444
20080522,20080522,4 minutes, New Brighton, PA,0.753,zip,41.5833333,32.5
20000123,20000123,about 2 or 3 mins, Covina, CA,0.857,zip,34.0900091,-117.8903397
19770701,19971130,5 seconds(?), Anniston (Ft. McClellan U.S. Army base), AL,0.734,zip,11.85,-15.5833333
20061212,20070101,5-10 minutes, San Diego, CA,0.732,zip,34.2583333,108.9286111
19770715,19991113,2 minute, Auteuil (Canada), PQ,0.78,zip,60.0,-96.0
19971101,19980122,5 seconds, Los Angeles (just outside), CA,0.796,zip,34.3666648,-118.2009079
20040309,20040310,uncertain, Eastpoint, MI,0.794,zip,36.4454332345383,-5.12739132597985
20060429,20060430,ongoing, Boise, ID,0.762,zip,11.85,-15.5833333
19680601,20010827,3-4 minutes, Sanford, FL,0.857,zip,28.8005484,-81.2731203
20080504,20080505,15-30 Seconds, Dallas, TX,0.857,zip,32.7830556,-96.8066667
20050610,20050713,30 MINUTES, Alexanria, LA,0.905,zip,9.4166667,115.4666667
20040227,20040227,3 Min., Allentown, PA,0.857,zip,40.6084305,-75.4901833
20040930,20041110,10 minutes, Davis, CA,0.857,zip,38.5449065,-121.7405167
20060202,20060313,5 seconds, Lexington, KY,0.795,zip,38.0497996,-84.4585485
20010319,20010322,1 minute, ((unspecified)), NM,0.0,unmatched,,
20020315,20020318,20 seconds, Bokeelia, FL,0.75,zip,9.285,105.7244444
20070818,20070818,15 sec, Waldorf, MD,0.857,zip,38.6245628,-76.9391395
20030703,20030803,20.minutes, Liverpool (UK/England),,0.786,zip,53.410580680167,-2.97793865203857
19880719,20071226,5 minutes, Houston, TX,0.857,zip,29.7632836,-95.3632715
19951014,19951016,20 sec., Spokane, WA,0.857,zip,47.6587803,-117.4260466
19950728,19950728,20 min., Bakersfield, CA,0.857,zip,35.3732921,-119.0187125
19810525,20050720,10 minutes, Philippines,,0.766,zip,5.2166667,-73.6
19920806,20050321,10 minutes, Kamiah, ID,0.738,zip,34.6452778,50.8808333
20001109,20001110,4 minutes, Washington, D.C.,0.857,zip,47.5001238,-120.5014693
20050731,20050802,1 minute, Eugene, OR,0.857,zip,44.0520691,-123.0867536
19781001,20030821,5min, Windsor, NC,0.857,zip,42.300083644,-83.016543483
20000413,20000416,30 seconds, Waite Park, MN,0.73,zip,9.35,2.6166667
20080412,20080414,5- 8 min, Vancouver (Canada), BC,0.771,zip,60.0,-96.0
20070622,20070629,Unknown, Lausanne (Switzerland),,0.744,zip,13.9313889,121.6172222
19990518,19990519,15 minutes, Keithville, LA,0.757,zip,25.1027778,67.505
